274;117;73;"1/2"
274;248;74;"1/8"
275;118;127;"12"
275;301;127;"12"
275;302;75;"12"
275;321;76;"1"
276;119;1;"3 oz"
276;279;127;"1 1/2"
277;209;112;"3"
277;1;127;"2"
278;1;99;"7"
278;120;99;"4"
278;268;99;"3"
279;1;127;"1 1/2"
279;309;122;"1"
279;275;122;"1"
279;239;1;"1 "
280;1;127;"1 1/2"
280;121;127;"3/4"
280;310;127;"3/4"
280;311;109;"1"
280;224;109;"1"
281;1;125;"1"
281;122;125;"1"
281;216;118;"25"
281;310;118;"30"
281;123;1;"Garnish with"
282;124;127;"2"
282;320;127;"1"
282;227;119;"1-2"
282;321;1;"1"
282;156;1;
283;236;99;"3"
283;140;99;"9"
283;125;99;"2"
284;126;1;"2 oz"
284;264;127;"3/4"
284;127;122;"2"
284;128;122;"2"
284;129;127;"1/4"
285;244;127;"3"
285;130;119;"3"
285;143;119;"3"
286;131;118;"750"
286;316;118;"1750"
286;160;118;"1750"
286;262;77;"1"
286;178;77;"1"
287;324;118;"40"
287;138;118;"20"
287;310;118;"30"
287;132;118;"15"
287;133;1;"Dash"
287;219;1;"Garnish with"
288;316;127;"2"
288;134;127;"2"
288;178;127;"4"
288;262;127;"4"
289;1;127;"1 1/2"
289;135;78;"3/4"
290;140;127;"1 1/2"
290;275;122;"2"
290;272;122;"1"
290;183;90;"1"
290;248;1;
291;240;107;"1"
291;136;107;"1/2"
291;262;99;"2"
291;291;107;"1"
292;279;1;"4 oz"
292;276;1;"4 oz"
292;137;1;"1 oz"
292;195;1;"8 oz"
292;282;1;"Garnish with"
292;278;1;"Rimmed"
293;316;1;"3 cl"
293;138;1;"3 cl"
293;142;1;"1 cl"
293;282;1;"1 cl"
293;225;125;"1"
294;193;128;"4.5"
294;268;1;"3 cl"
294;195;128;"3.5"
294;309;1;"1 cl"
294;243;1;"1 cl"
294;311;106;"4"
295;309;119;"1"
295;139;127;"1/2"
296;140;127;"2 1/2"
296;236;122;"1/2"
297;262;107;"1"
297;329;107;"1"
297;291;107;"1"
297;321;1;
298;249;1;"1 L "
298;141;95;"2"
298;316;95;"2"
299;316;125;"1"
299;243;125;"1/2"
299;142;1;"Full Glass"
300;218;80;"1/4"
300;143;1;"1/2 "
301;240;127;"1 1/2"
301;203;127;"1/2"
301;275;127;"1"
301;248;81;"1/8"
302;144;127;"1"
302;145;127;"1 1/2"
302;182;89;"1/2"
303;203;107;"1"
303;326;107;"1"
303;297;107;"1"
304;146;118;"25"
304;262;118;"add 250"
305;265;127;"2"
305;309;127;"1"
305;266;1;
306;254;127;"1/2"
306;1;127;"1 1/2"
306;147;122;"1 1/2"
307;244;127;"3/4"
307;236;127;"3/4"
307;322;1;"Juice of 1/4 "
307;157;122;"2"
308;244;1;"1 1/2 "
308;182;89;"1/3"
308;282;1;"Juice of 1/2 "
309;254;127;"1/2"
309;1;127;"1"
309;258;127;"1/2"
309;320;122;"1/2"
309;309;122;"1"
309;272;1;
310;301;127;"12"
310;304;127;"12"
311;244;127;"2"
311;320;127;"1"
311;227;94;"1/2"
311;263;1;"1 "
311;198;1;"1 "
312;324;83;"2"
312;272;122;"2"
312;165;85;"1"
312;212;122;"2"
313;324;1;"mikey bottle "
313;205;1;"large bottle "
313;148;82;"355"
313;262;82;"355"
313;321;1;"crushed "
314;1;127;"1"
314;235;127;"2"
314;183;90;"1"
314;303;1;
315;324;83;"2"
315;266;127;"4"
315;322;1;"1 "
316;260;127;"1 1/2"
316;149;127;"1/2"
316;165;85;"1"
317;189;127;"1 1/2"
317;150;127;"1"
317;262;127;"3-4"
317;291;127;"3-4"
317;178;127;"3-4"
318;227;94;"1"
318;197;127;"3"
318;322;1;"1 "
318;240;127;"2"
318;198;1;"1 "
318;263;1;"1 "
319;152;125;"1"
319;323;125;"1"
319;178;125;"1"
320;152;127;"1 1/2"
320;160;127;"1"
320;318;127;"1/2"
320;178;127;"1"
321;151;107;"1"
321;152;107;"1"
322;1;127;"2"
322;178;127;"5"
322;309;84;"2"
323;153;122;"2"
323;320;1;
323;205;1;
324;1;118;"50"
324;154;118;"15"
